Timestamp,Hari,Fase,Suhu_C,Kelembapan_pct,pH,CO2_ppm,Status_Kipas,Status_Pengaduk,Kematangan_pct,Sisa_Hari
1/5/2024 19:05,5,Termofilik,55.1,71.5,6.34,5412,1,1,13.5,16
1/5/2024 19:10,5,Termofilik,54.7,72.3,6.33,5576,1,0,14.1,16
1/5/2024 19:15,5,Termofilik,54.8,71.5,6.43,5624,1,0,13.8,16
1/5/2024 19:20,5,Termofilik,55,71.7,6.37,5428,1,0,13.2,16
1/5/2024 19:25,5,Termofilik,54.8,71.9,6.32,5482,1,0,13.5,16
1/5/2024 19:30,5,Termofilik,54.9,72.1,6.36,5488,1,0,14.1,16
1/5/2024 19:35,5,Termofilik,55,72.3,6.34,5455,1,0,13.5,16
1/5/2024 19:40,5,Termofilik,54.9,72.1,6.4,5568,1,0,13.3,16
1/5/2024 19:45,5,Termofilik,55.1,71.3,6.39,5463,1,1,14.1,16
1/5/2024 19:50,5,Termofilik,54.7,72.2,6.32,5440,1,0,13.6,16
1/5/2024 19:55,5,Termofilik,54.7,71.9,6.42,5708,1,0,13.9,16
1/5/2024 20:00,5,Termofilik,55.1,71.9,6.38,5468,1,1,14,16
1/5/2024 20:05,5,Termofilik,55,71.7,6.36,5492,1,0,14.2,16
1/5/2024 20:10,5,Termofilik,54.7,71.8,6.42,5590,1,0,14.3,16
1/5/2024 20:15,5,Termofilik,54.9,71.9,6.4,5623,1,0,13.4,16
1/5/2024 20:20,5,Termofilik,54.7,72.2,6.36,5445,1,0,13.6,16
1/5/2024 20:25,5,Termofilik,54.8,71.4,6.43,5498,1,0,14,16
1/5/2024 20:30,5,Termofilik,54.9,72.1,6.4,5586,1,0,13.8,16
1/5/2024 20:35,5,Termofilik,54.8,72,6.36,5501,1,0,14.1,16
1/5/2024 20:40,5,Termofilik,54.9,71.3,6.39,5483,1,0,14.2,16
1/5/2024 20:45,5,Termofilik,54.9,72.3,6.41,5610,1,0,14.5,16
1/5/2024 20:50,5,Termofilik,54.8,71.8,6.4,5562,1,0,13.9,16
1/5/2024 20:55,5,Termofilik,54.8,71.8,6.35,5607,1,0,14.1,16
1/5/2024 21:00,5,Termofilik,55.1,71.3,6.36,5507,1,1,14.4,16
1/5/2024 21:05,5,Termofilik,54.9,71.9,6.35,5412,1,0,14.2,16
1/5/2024 21:10,5,Termofilik,54.5,71.6,6.4,5427,1,0,14.6,16
1/5/2024 21:15,5,Termofilik,54.9,71.3,6.35,5323,1,0,13.9,16
1/5/2024 21:20,5,Termofilik,54.8,71.7,6.4,5385,1,0,14.4,16
1/5/2024 21:25,5,Termofilik,54.6,71.8,6.38,5405,1,0,13.8,16
1/5/2024 21:30,5,Termofilik,54.8,71.9,6.42,5533,1,0,14.2,16
1/5/2024 21:35,5,Termofilik,54.4,71.7,6.39,5664,1,0,14.4,16
1/5/2024 21:40,5,Termofilik,54.9,72,6.37,5518,1,0,14.2,16
1/5/2024 21:45,5,Termofilik,54.5,71.7,6.38,5637,1,0,13.5,16
1/5/2024 21:50,5,Termofilik,54.8,71.5,6.35,5603,1,0,14.4,16
1/5/2024 21:55,5,Termofilik,54.8,72,6.45,5554,1,0,14.1,16
1/5/2024 22:00,5,Termofilik,54.6,72.2,6.37,5458,1,0,14.1,16
1/5/2024 22:05,5,Termofilik,54.3,71.8,6.34,5515,1,0,14.5,16
1/5/2024 22:10,5,Termofilik,54.5,72.3,6.35,5606,1,0,14.4,16
1/5/2024 22:15,5,Termofilik,54.3,72.6,6.4,5441,1,0,13.8,16
1/5/2024 22:20,5,Termofilik,54.5,71.7,6.4,5488,1,0,14.4,16
1/5/2024 22:25,5,Termofilik,54.4,71.2,6.4,5323,1,0,14.4,16
1/5/2024 22:30,5,Termofilik,54.3,71.8,6.44,5437,1,0,14.6,16
1/5/2024 22:35,5,Termofilik,54.4,72.3,6.39,5446,1,0,14.5,16
1/5/2024 22:40,5,Termofilik,54.4,71.5,6.39,5510,1,0,14.7,16
1/5/2024 22:45,5,Termofilik,54.2,71.8,6.42,5529,1,0,14.7,16
1/5/2024 22:50,5,Termofilik,54.4,71.7,6.42,5522,1,0,14.2,16
1/5/2024 22:55,5,Termofilik,54.5,71.6,6.39,5473,1,0,14.7,16
1/5/2024 23:00,5,Termofilik,53.9,71.9,6.41,5381,1,0,14.4,16
1/5/2024 23:05,5,Termofilik,54.3,72,6.33,5625,1,0,14.1,16
1/5/2024 23:10,5,Termofilik,54.5,72,6.39,5569,1,0,14.3,16
1/5/2024 23:15,5,Termofilik,54.1,72.1,6.39,5449,1,0,14.3,16
1/5/2024 23:20,5,Termofilik,54.4,71.8,6.43,5411,1,0,14.2,16
1/5/2024 23:25,5,Termofilik,54.3,72.3,6.41,5605,1,0,14.4,16
1/5/2024 23:30,5,Termofilik,54.2,71.7,6.41,5568,1,0,14.8,16
1/5/2024 23:35,5,Termofilik,54.4,72.1,6.39,5487,1,0,14.2,16
1/5/2024 23:40,5,Termofilik,54.3,71.7,6.44,5446,1,0,14.5,16
1/5/2024 23:45,5,Termofilik,54.4,71.1,6.48,5499,1,0,13.9,16
1/5/2024 23:50,5,Termofilik,54.3,71.8,6.42,5602,1,0,14.7,16
1/5/2024 23:55,5,Termofilik,54.3,71.9,6.42,5666,1,0,14,16
1/6/2024 0:00,6,Termofilik,54.3,71.8,6.45,5457,1,0,14,15
1/6/2024 0:05,6,Termofilik,54.3,71.8,6.47,5424,1,0,14.9,15
1/6/2024 0:10,6,Termofilik,54.6,71.6,6.39,5494,1,0,14.5,15
1/6/2024 0:15,6,Termofilik,54.4,71.6,6.48,5439,1,0,14,15
1/6/2024 0:20,6,Termofilik,54.4,71.1,6.42,5778,1,0,14.5,15
1/6/2024 0:25,6,Termofilik,54,71.7,6.43,5543,1,0,14.8,15
1/6/2024 0:30,6,Termofilik,54,72.2,6.44,5590,1,0,14.4,15
1/6/2024 0:35,6,Termofilik,54.4,71.7,6.44,5458,1,0,14.3,15
1/6/2024 0:40,6,Termofilik,54.3,71.6,6.41,5483,1,0,14.8,15
1/6/2024 0:45,6,Termofilik,54.1,71.7,6.44,5382,1,0,14.2,15
1/6/2024 0:50,6,Termofilik,54.2,71.5,6.47,5614,1,0,14.8,15
1/6/2024 0:55,6,Termofilik,54.4,71.7,6.46,5492,1,0,15.4,15
1/6/2024 1:00,6,Termofilik,54.4,71.7,6.45,5649,1,0,14.6,15
1/6/2024 1:05,6,Termofilik,54,72,6.44,5557,1,0,14.4,15
1/6/2024 1:10,6,Termofilik,53.9,71.8,6.47,5526,1,0,15.1,15
1/6/2024 1:15,6,Termofilik,54,71.4,6.44,5539,1,0,14.9,15
1/6/2024 1:20,6,Termofilik,54,72.1,6.5,5545,1,0,15.1,15
1/6/2024 1:25,6,Termofilik,54,72,6.48,5619,1,0,14.7,15
1/6/2024 1:30,6,Termofilik,53.7,71.5,6.43,5474,1,0,14.8,15
1/6/2024 1:35,6,Termofilik,53.9,71.4,6.42,5497,1,0,15.1,15
1/6/2024 1:40,6,Termofilik,54,71.5,6.44,5583,1,0,14.9,15
1/6/2024 1:45,6,Termofilik,53.7,72,6.5,5474,1,0,14.5,15
1/6/2024 1:50,6,Termofilik,53.9,71.4,6.46,5405,1,0,14.4,15
1/6/2024 1:55,6,Termofilik,54.3,71.4,6.49,5592,1,0,14.2,15
1/6/2024 2:00,6,Termofilik,54.2,71.6,6.44,5585,1,0,14.9,15
1/6/2024 2:05,6,Termofilik,54.2,72,6.47,5458,1,0,14.7,15
1/6/2024 2:10,6,Termofilik,54.6,71.8,6.53,5683,1,0,14.9,15
1/6/2024 2:15,6,Termofilik,54.3,71.6,6.41,5575,1,0,15.2,15
1/6/2024 2:20,6,Termofilik,54,71.7,6.49,5504,1,0,14.7,15
1/6/2024 2:25,6,Termofilik,54,71.4,6.42,5508,1,0,15.3,15
1/6/2024 2:30,6,Termofilik,54,71.6,6.45,5677,1,0,15.3,15
1/6/2024 2:35,6,Termofilik,54.3,71.7,6.46,5491,1,0,15.5,15
1/6/2024 2:40,6,Termofilik,54,71.8,6.5,5545,1,0,15.2,15
1/6/2024 2:45,6,Termofilik,54.3,72.1,6.45,5490,1,0,14.7,15
1/6/2024 2:50,6,Termofilik,54.2,71.6,6.46,5443,1,0,15.1,15
1/6/2024 2:55,6,Termofilik,54.5,71.7,6.49,5645,1,0,15,15
1/6/2024 3:00,6,Termofilik,54.3,71.7,6.46,5540,1,0,14.9,15
1/6/2024 3:05,6,Termofilik,54.2,71.4,6.48,5642,1,0,15.2,15
1/6/2024 3:10,6,Termofilik,54.4,71.5,6.44,5583,1,0,15,15
1/6/2024 3:15,6,Termofilik,53.9,71.9,6.48,5645,1,0,15.4,15
1/6/2024 3:20,6,Termofilik,54.1,71.7,6.47,5604,1,0,14.8,15
1/6/2024 3:25,6,Termofilik,54.5,71.4,6.5,5473,1,0,15.4,15
1/6/2024 3:30,6,Termofilik,54.4,71.5,6.47,5659,1,0,15.7,15
1/6/2024 3:35,6,Termofilik,54,71.7,6.45,5629,1,0,14.9,15
1/6/2024 3:40,6,Termofilik,54.2,71.5,6.45,5718,1,0,14.5,15
1/6/2024 3:45,6,Termofilik,54.4,71.4,6.45,5656,1,0,14.6,15
1/6/2024 3:50,6,Termofilik,54.3,71,6.5,5570,1,0,14.9,15
1/6/2024 3:55,6,Termofilik,54.4,71.2,6.48,5528,1,0,15.3,15
1/6/2024 4:00,6,Termofilik,54.6,72.3,6.49,5717,1,0,14.5,15
1/6/2024 4:05,6,Termofilik,54.6,71.6,6.47,5757,1,0,15,15
1/6/2024 4:10,6,Termofilik,54.3,71.5,6.46,5745,1,0,14.8,15
1/6/2024 4:15,6,Termofilik,54.2,71.1,6.51,5619,1,0,14.7,15
1/6/2024 4:20,6,Termofilik,54.3,71.4,6.46,5581,1,0,15.8,15
1/6/2024 4:25,6,Termofilik,54.3,71.3,6.48,5645,1,0,15.3,15
1/6/2024 4:30,6,Termofilik,54.6,71.2,6.46,5786,1,0,15.1,15
1/6/2024 4:35,6,Termofilik,54.7,70.7,6.5,5843,1,0,15.1,15
1/6/2024 4:40,6,Termofilik,54.5,71.4,6.48,5670,1,0,15.1,15
1/6/2024 4:45,6,Termofilik,54.4,71.7,6.51,5721,1,0,15.4,15
1/6/2024 4:50,6,Termofilik,54.5,71.1,6.48,5706,1,0,14.9,15
1/6/2024 4:55,6,Termofilik,54.5,71.1,6.57,5490,1,0,15.2,15
1/6/2024 5:00,6,Termofilik,54.9,71.3,6.53,5726,1,0,15,15
1/6/2024 5:05,6,Termofilik,54.3,71.3,6.48,5660,1,0,15.1,15
1/6/2024 5:10,6,Termofilik,54.9,71.9,6.51,5693,1,0,14.9,15
1/6/2024 5:15,6,Termofilik,54.7,71.7,6.5,5546,1,0,15.5,15
1/6/2024 5:20,6,Termofilik,54.8,70.7,6.51,5778,1,0,15.3,15
1/6/2024 5:25,6,Termofilik,54.6,71.5,6.5,5630,1,0,14.7,15
1/6/2024 5:30,6,Termofilik,54.9,71.3,6.51,5720,1,0,15.1,15
1/6/2024 5:35,6,Termofilik,54.6,71,6.45,5702,1,0,15.2,15
1/6/2024 5:40,6,Termofilik,54.9,71.1,6.54,5876,1,0,15.6,15
1/6/2024 5:45,6,Termofilik,54.9,71.1,6.49,5834,1,0,15.8,15
1/6/2024 5:50,6,Termofilik,54.9,71.7,6.47,5689,1,0,15.6,15
1/6/2024 5:55,6,Termofilik,55,71.5,6.52,5719,1,0,15.3,15
1/6/2024 6:00,6,Termofilik,54.7,70.7,6.55,5865,1,0,15.5,15
1/6/2024 6:05,6,Termofilik,54.7,70.9,6.48,5896,1,0,15.2,15
1/6/2024 6:10,6,Termofilik,54.8,71,6.5,5928,1,0,15.2,15
1/6/2024 6:15,6,Termofilik,54.8,70.4,6.52,5771,1,0,15,15
1/6/2024 6:20,6,Termofilik,55.3,71.2,6.52,5933,1,1,15.6,15
1/6/2024 6:25,6,Termofilik,55,70.7,6.55,5863,1,0,15.5,15
1/6/2024 6:30,6,Termofilik,55,71.1,6.5,5830,1,0,15.9,15
1/6/2024 6:35,6,Termofilik,55.1,70.5,6.5,5925,1,1,15.5,15
1/6/2024 6:40,6,Termofilik,55.2,70.8,6.54,5785,1,1,15.6,15
1/6/2024 6:45,6,Termofilik,55.2,70.6,6.51,5831,1,1,15.5,15
1/6/2024 6:50,6,Termofilik,55.4,69.8,6.51,5837,1,1,15.9,15
1/6/2024 6:55,6,Termofilik,55.2,70.9,6.58,5771,1,1,15.6,15
1/6/2024 7:00,6,Termofilik,55.3,70.7,6.51,5826,1,1,16.3,15
1/6/2024 7:05,6,Termofilik,55.6,71.1,6.55,5764,1,1,15.7,15
1/6/2024 7:10,6,Termofilik,55.6,70.5,6.57,5956,1,1,16.1,15
1/6/2024 7:15,6,Termofilik,55.5,70.4,6.53,6023,1,1,15,15
1/6/2024 7:20,6,Termofilik,55.3,70.8,6.53,5917,1,1,15.9,15
1/6/2024 7:25,6,Termofilik,55.5,70.2,6.6,5844,1,1,15.3,15
1/6/2024 7:30,6,Termofilik,55.8,70.6,6.54,5971,1,1,15.9,15
1/6/2024 7:35,6,Termofilik,55.6,71.1,6.48,6001,1,1,15.4,15
1/6/2024 7:40,6,Termofilik,55.9,70.7,6.52,6002,1,1,15.9,15
1/6/2024 7:45,6,Termofilik,55.9,70.3,6.53,5957,1,1,15.6,15
1/6/2024 7:50,6,Termofilik,55.9,70,6.56,5943,1,1,15.4,15
1/6/2024 7:55,6,Termofilik,55.8,70.5,6.44,5918,1,1,15.4,15
1/6/2024 8:00,6,Termofilik,56,70.3,6.54,6106,1,1,16,15
1/6/2024 8:05,6,Termofilik,56.1,70.4,6.57,5973,1,1,15.6,15
1/6/2024 8:10,6,Termofilik,56.1,70.4,6.6,5987,1,1,15.9,15
1/6/2024 8:15,6,Termofilik,56.3,70.8,6.51,6044,1,1,16,15
1/6/2024 8:20,6,Termofilik,56.2,70.2,6.54,6097,1,1,15.5,15
1/6/2024 8:25,6,Termofilik,56.1,70.9,6.56,5968,1,1,15.5,15
1/6/2024 8:30,6,Termofilik,56.2,70.1,6.55,6062,1,1,16.1,15
1/6/2024 8:35,6,Termofilik,56.3,70.2,6.59,6020,1,1,15.4,15
1/6/2024 8:40,6,Termofilik,56.3,70.8,6.57,6054,1,1,16.3,15
1/6/2024 8:45,6,Termofilik,56.1,70,6.51,6091,1,1,15.8,15
1/6/2024 8:50,6,Termofilik,56.6,70.4,6.55,6071,1,1,15.8,15
1/6/2024 8:55,6,Termofilik,56.2,71.2,6.58,6096,1,1,16,15
1/6/2024 9:00,6,Termofilik,56.6,70.3,6.55,6136,1,1,15.9,15
1/6/2024 9:05,6,Termofilik,56.4,70.7,6.58,6156,1,1,16.2,15
1/6/2024 9:10,6,Termofilik,56.6,70.4,6.59,6048,1,1,15.9,15
1/6/2024 9:15,6,Termofilik,56.7,70,6.64,6003,1,1,15.5,15
1/6/2024 9:20,6,Termofilik,56.9,70.4,6.54,6173,1,1,16.3,15
1/6/2024 9:25,6,Termofilik,56.7,71,6.52,6189,1,1,16.2,15
1/6/2024 9:30,6,Termofilik,56.9,70.1,6.56,6178,1,1,16.1,15
1/6/2024 9:35,6,Termofilik,56.9,70.5,6.54,6134,1,1,15.6,15
1/6/2024 9:40,6,Termofilik,56.8,70.4,6.58,6369,1,1,16,15
1/6/2024 9:45,6,Termofilik,56.9,70.1,6.56,6165,1,1,16.3,15
1/6/2024 9:50,6,Termofilik,57,69.8,6.55,6143,1,1,16,15
1/6/2024 9:55,6,Termofilik,57.2,69.7,6.57,6200,1,1,15.4,15
1/6/2024 10:00,6,Termofilik,57,69.8,6.56,6213,1,1,15.9,15
1/6/2024 10:05,6,Termofilik,57.1,70.1,6.63,6338,1,1,15.4,15
1/6/2024 10:10,6,Termofilik,57.3,69.9,6.59,6184,1,1,16,15
1/6/2024 10:15,6,Termofilik,57.3,69.8,6.56,6189,1,1,16.1,15
1/6/2024 10:20,6,Termofilik,57.4,70.2,6.57,6257,1,1,16.3,15
1/6/2024 10:25,6,Termofilik,57.5,69.9,6.58,6258,1,1,15.7,15
1/6/2024 10:30,6,Termofilik,57.4,70.1,6.61,6231,1,1,16.1,15
1/6/2024 10:35,6,Termofilik,57.3,70.1,6.59,6239,1,1,15.9,15
1/6/2024 10:40,6,Termofilik,57.5,69.7,6.61,6239,1,1,16.5,15
1/6/2024 10:45,6,Termofilik,57.8,69.6,6.6,6227,1,1,16,15
1/6/2024 10:50,6,Termofilik,57.9,69.7,6.61,6332,1,1,15.8,15
1/6/2024 10:55,6,Termofilik,57.5,69.4,6.57,6069,1,1,16.3,15
1/6/2024 11:00,6,Termofilik,58,69.8,6.55,6255,1,1,16,15
1/6/2024 11:05,6,Termofilik,57.6,70,6.62,6223,1,1,16.3,15
1/6/2024 11:10,6,Termofilik,58,70.3,6.69,6252,1,1,17,15
1/6/2024 11:15,6,Termofilik,57.8,69.5,6.61,6287,1,1,16.3,15
1/6/2024 11:20,6,Termofilik,57.7,69.6,6.64,6338,1,1,16.2,15
1/6/2024 11:25,6,Termofilik,58,70,6.55,6398,1,1,16.1,15
1/6/2024 11:30,6,Termofilik,58,69.9,6.57,6279,1,1,15.6,15
1/6/2024 11:35,6,Termofilik,57.9,70,6.6,6261,1,1,16,15
1/6/2024 11:40,6,Termofilik,57.8,69.2,6.62,6284,1,1,16.5,15
1/6/2024 11:45,6,Termofilik,58.1,69.6,6.6,6448,1,1,16.4,15
1/6/2024 11:50,6,Termofilik,58.2,69.7,6.6,6438,1,1,16.1,15
1/6/2024 11:55,6,Termofilik,58.2,69.4,6.6,6348,1,1,16.4,15
1/6/2024 12:00,6,Termofilik,58.4,69.9,6.57,6515,1,1,16.2,15
1/6/2024 12:05,6,Termofilik,58.4,69.2,6.62,6446,1,1,15.8,15
1/6/2024 12:10,6,Termofilik,58.4,69.9,6.61,6538,1,1,16.2,15
1/6/2024 12:15,6,Termofilik,58.5,68.8,6.69,6557,1,1,16.2,15
1/6/2024 12:20,6,Termofilik,58.1,69.5,6.57,6481,1,1,16.4,15
1/6/2024 12:25,6,Termofilik,58.3,69.7,6.64,6532,1,1,16.3,15
1/6/2024 12:30,6,Termofilik,58.3,69.7,6.61,6351,1,1,16.7,15
1/6/2024 12:35,6,Termofilik,58.9,69.3,6.69,6478,1,1,16.2,15
1/6/2024 12:40,6,Termofilik,58.5,69.8,6.6,6538,1,1,16.2,15
1/6/2024 12:45,6,Termofilik,58.6,69.6,6.61,6454,1,1,16.7,15
1/6/2024 12:50,6,Termofilik,58.9,69.5,6.61,6454,1,1,16.4,15
1/6/2024 12:55,6,Termofilik,58.8,69,6.65,6510,1,1,15.9,15
1/6/2024 13:00,6,Termofilik,58.6,69.1,6.63,6662,1,1,16.5,15
1/6/2024 13:05,6,Termofilik,58.7,69.3,6.62,6545,1,1,16.6,15
1/6/2024 13:10,6,Termofilik,59,69.2,6.68,6599,1,1,16.2,15
1/6/2024 13:15,6,Termofilik,59.2,69.3,6.61,6666,1,1,17.1,15
1/6/2024 13:20,6,Termofilik,58.9,69,6.63,6599,1,1,16.8,15
1/6/2024 13:25,6,Termofilik,59.1,69.2,6.68,6524,1,1,16.8,15
1/6/2024 13:30,6,Termofilik,59,69.3,6.63,6552,1,1,16.4,15
1/6/2024 13:35,6,Termofilik,59.2,68.9,6.62,6734,1,1,16.8,15
1/6/2024 13:40,6,Termofilik,58.7,68.9,6.58,6495,1,1,15.6,15
1/6/2024 13:45,6,Termofilik,59,68.7,6.64,6449,1,1,16.5,15
1/6/2024 13:50,6,Termofilik,59.1,69.5,6.68,6649,1,1,16.4,15
1/6/2024 13:55,6,Termofilik,59.5,68.6,6.6,6586,1,1,17.2,15
1/6/2024 14:00,6,Termofilik,59.2,69,6.6,6675,1,1,16.8,15
1/6/2024 14:05,6,Termofilik,59.4,68.8,6.62,6503,1,1,16.6,15
1/6/2024 14:10,6,Termofilik,59.1,68.6,6.63,6574,1,1,16.4,15
1/6/2024 14:15,6,Termofilik,59.4,69,6.64,6635,1,1,16.3,15
1/6/2024 14:20,6,Termofilik,59.4,69,6.6,6707,1,1,16.3,15
1/6/2024 14:25,6,Termofilik,59.4,69.3,6.68,6636,1,1,16.5,15
1/6/2024 14:30,6,Termofilik,59.5,69.1,6.63,6576,1,1,16,15
1/6/2024 14:35,6,Termofilik,59.5,68.9,6.69,6675,1,1,17,15
1/6/2024 14:40,6,Termofilik,59.4,69.2,6.64,6715,1,1,16.2,15
1/6/2024 14:45,6,Termofilik,59.5,68.3,6.65,6694,1,1,16.5,15
1/6/2024 14:50,6,Termofilik,59.4,69.1,6.65,6626,1,1,16.7,15
1/6/2024 14:55,6,Termofilik,59.9,69.2,6.69,6706,1,1,16.7,15
1/6/2024 15:00,6,Termofilik,59.2,68.6,6.64,6527,1,1,16.3,15
1/6/2024 15:05,6,Termofilik,59.2,68.8,6.69,6771,1,1,16.8,15
1/6/2024 15:10,6,Termofilik,59.4,68.2,6.61,6587,1,1,16.4,15
1/6/2024 15:15,6,Termofilik,59.6,68.5,6.67,6676,1,1,16.7,15
1/6/2024 15:20,6,Termofilik,59.8,68.4,6.68,6699,1,1,16.6,15
1/6/2024 15:25,6,Termofilik,59.8,69,6.64,6691,1,1,16.8,15
1/6/2024 15:30,6,Termofilik,59.7,68.9,6.68,6857,1,1,16.3,15
1/6/2024 15:35,6,Termofilik,59.7,68.5,6.69,6587,1,1,16.9,15
1/6/2024 15:40,6,Termofilik,59.7,68.5,6.63,6684,1,1,17.1,15
1/6/2024 15:45,6,Termofilik,59.8,68.9,6.72,6748,1,1,16.6,15
1/6/2024 15:50,6,Termofilik,59.9,68.5,6.66,6610,1,1,17.1,15
1/6/2024 15:55,6,Termofilik,59.8,68.7,6.64,6771,1,1,16.6,15
1/6/2024 16:00,6,Termofilik,59.8,68.9,6.7,6739,1,1,16.3,15
1/6/2024 16:05,6,Termofilik,60.3,69.2,6.7,6686,1,1,16.8,15
1/6/2024 16:10,6,Termofilik,59.9,69,6.69,6688,1,1,16.7,15
1/6/2024 16:15,6,Termofilik,60.1,69.1,6.72,6816,1,1,16.8,15
1/6/2024 16:20,6,Termofilik,59.4,68.7,6.68,6771,1,1,16.9,15
1/6/2024 16:25,6,Termofilik,59.5,68.8,6.7,6818,1,1,17.2,15
1/6/2024 16:30,6,Termofilik,59.9,68.5,6.68,6775,1,1,16.9,15
1/6/2024 16:35,6,Termofilik,60.1,68.8,6.75,6949,1,1,16.9,15
1/6/2024 16:40,6,Termofilik,59.4,68.9,6.67,6712,1,1,16.8,15
1/6/2024 16:45,6,Termofilik,59.6,68.8,6.64,6694,1,1,17,15
1/6/2024 16:50,6,Termofilik,60,68.7,6.66,6706,1,1,16.8,15
1/6/2024 16:55,6,Termofilik,60,69,6.63,6770,1,1,16.6,15
1/6/2024 17:00,6,Termofilik,59.7,68.8,6.71,6828,1,1,17.3,15
1/6/2024 17:05,6,Termofilik,59.9,68.4,6.76,6776,1,1,17.2,15
1/6/2024 17:10,6,Termofilik,60,68,6.63,6752,1,1,17.3,15
1/6/2024 17:15,6,Termofilik,60.1,68.8,6.66,6931,1,1,16.7,15
1/6/2024 17:20,6,Termofilik,60.1,68.5,6.69,6913,1,1,16.8,15
1/6/2024 17:25,6,Termofilik,59.8,68.5,6.69,7079,1,1,17.2,15
1/6/2024 17:30,6,Termofilik,60,68.2,6.64,6730,1,1,17.1,15
1/6/2024 17:35,6,Termofilik,60.3,68.8,6.71,6789,1,1,17.1,15
1/6/2024 17:40,6,Termofilik,60,69,6.7,6811,1,1,16.4,15
1/6/2024 17:45,6,Termofilik,60,68.7,6.67,6761,1,1,17.3,15
1/6/2024 17:50,6,Termofilik,59.8,68.8,6.69,6793,1,1,16.8,15
1/6/2024 17:55,6,Termofilik,60.1,69.2,6.73,6757,1,1,17.5,15
1/6/2024 18:00,6,Termofilik,60,68.9,6.73,6594,1,1,16.8,15
1/6/2024 18:05,6,Termofilik,60.2,68.5,6.68,6781,1,1,16.6,15
1/6/2024 18:10,6,Termofilik,60,69.1,6.73,7009,1,1,17.4,15
1/6/2024 18:15,6,Termofilik,60.2,69,6.72,6821,1,1,17.5,15
1/6/2024 18:20,6,Termofilik,60.3,68.3,6.69,6850,1,1,17.4,15
1/6/2024 18:25,6,Termofilik,60.2,68,6.77,6790,1,1,17.1,15
1/6/2024 18:30,6,Termofilik,59.9,69.2,6.72,6775,1,1,17.5,15
1/6/2024 18:35,6,Termofilik,60.2,68.3,6.74,6779,1,1,17.1,15
1/6/2024 18:40,6,Termofilik,59.7,68,6.77,6978,1,1,17.2,15
1/6/2024 18:45,6,Termofilik,60.2,68.3,6.71,6854,1,1,17.2,15
1/6/2024 18:50,6,Termofilik,60,68.7,6.72,6908,1,1,17.6,15
1/6/2024 18:55,6,Termofilik,60.1,68.1,6.68,6865,1,1,17.2,15
1/6/2024 19:00,6,Termofilik,60,68.4,6.8,6748,1,1,16.7,15
1/6/2024 19:05,6,Termofilik,60.1,68.3,6.73,6903,1,1,17.7,15
1/6/2024 19:10,6,Termofilik,59.8,68.2,6.74,6919,1,1,18,15
1/6/2024 19:15,6,Termofilik,60.1,68.3,6.7,6814,1,1,17.1,15
1/6/2024 19:20,6,Termofilik,60.1,68.4,6.69,6826,1,1,17.6,15
1/6/2024 19:25,6,Termofilik,60,68.5,6.74,6992,1,1,17.4,15
1/6/2024 19:30,6,Termofilik,59.9,68.1,6.74,6668,1,1,17.3,15
1/6/2024 19:35,6,Termofilik,59.9,67.9,6.7,6929,1,1,17.4,15
1/6/2024 19:40,6,Termofilik,60,68.4,6.74,6965,1,1,17.4,15
1/6/2024 19:45,6,Termofilik,59.7,68.8,6.74,6820,1,1,17,15
1/6/2024 19:50,6,Termofilik,60,68.3,6.78,6841,1,1,17.1,15
1/6/2024 19:55,6,Termofilik,60.1,68.6,6.74,6923,1,1,17.4,15
1/6/2024 20:00,6,Termofilik,60,68.7,6.76,6857,1,1,17.8,15
1/6/2024 20:05,6,Termofilik,59.6,68.9,6.69,6821,1,1,17.4,15
1/6/2024 20:10,6,Termofilik,59.9,68.6,6.71,6893,1,1,17.3,15
1/6/2024 20:15,6,Termofilik,59.9,68.3,6.74,6829,1,1,17.3,15
1/6/2024 20:20,6,Termofilik,59.9,68.6,6.72,6804,1,1,17.6,15
1/6/2024 20:25,6,Termofilik,59.9,68.6,6.72,6732,1,1,17.3,15
1/6/2024 20:30,6,Termofilik,59.7,68.3,6.73,6935,1,1,17.4,15
1/6/2024 20:35,6,Termofilik,59.9,68.4,6.75,6874,1,1,17.7,15
1/6/2024 20:40,6,Termofilik,59.7,68.7,6.74,6772,1,1,17.6,15
1/6/2024 20:45,6,Termofilik,59.7,68.5,6.82,6815,1,1,17.6,15
1/6/2024 20:50,6,Termofilik,59.5,68.4,6.72,6828,1,1,17.2,15
1/6/2024 20:55,6,Termofilik,59.9,68.6,6.75,6810,1,1,18,15
1/6/2024 21:00,6,Termofilik,59.7,67.7,6.77,6791,1,1,17.9,15
1/6/2024 21:05,6,Termofilik,59.7,68.5,6.8,6783,1,1,17.4,15
1/6/2024 21:10,6,Termofilik,59.7,68.8,6.74,6833,1,1,17.7,15
1/6/2024 21:15,6,Termofilik,59.6,68.3,6.71,7058,1,1,17.2,15
1/6/2024 21:20,6,Termofilik,59.7,68.3,6.82,6775,1,1,18.2,15
1/6/2024 21:25,6,Termofilik,59.8,68.4,6.73,6928,1,1,17.4,15
1/6/2024 21:30,6,Termofilik,59.9,68,6.76,6838,1,1,17.3,15
1/6/2024 21:35,6,Termofilik,59.8,68.5,6.8,6740,1,1,18,15
1/6/2024 21:40,6,Termofilik,60,68.2,6.82,6862,1,1,17.2,15
1/6/2024 21:45,6,Termofilik,59.7,68.6,6.74,6836,1,1,17.8,15
